source,target,connected,percent_source,percent_target
9,25,FALSE,0,0
9,26,FALSE,0,0
9,27,FALSE,0,0
9,28,FALSE,0,0
9,29,FALSE,0,0
9,30,FALSE,0,0
10,11,TRUE,0.0833333333333333,0.25
10,12,FALSE,0,0
10,13,FALSE,0,0
10,14,FALSE,0,0
10,15,FALSE,0,0
10,16,FALSE,0,0
10,17,FALSE,0,0
10,18,FALSE,0,0
10,19,FALSE,0,0
10,20,FALSE,0,0
10,21,FALSE,0,0
10,22,FALSE,0,0
10,23,FALSE,0,0
10,24,FALSE,0,0
10,25,FALSE,0,0
10,26,FALSE,0,0
10,27,FALSE,0,0
10,28,FALSE,0,0
10,29,FALSE,0,0
10,30,FALSE,0,0
11,12,FALSE,0,0
11,13,FALSE,0,0
11,14,FALSE,0,0
11,15,FALSE,0,0
11,16,FALSE,0,0
11,17,FALSE,0,0
11,18,FALSE,0,0
11,19,FALSE,0,0
11,20,FALSE,0,0
11,21,FALSE,0,0
11,22,FALSE,0,0
11,23,FALSE,0,0
11,24,FALSE,0,0
11,25,FALSE,0,0
11,26,FALSE,0,0
11,27,FALSE,0,0
11,28,FALSE,0,0
11,29,FALSE,0,0
11,30,FALSE,0,0
12,13,FALSE,0,0
12,14,FALSE,0,0
12,15,FALSE,0,0
12,16,FALSE,0,0
12,17,FALSE,0,0
12,18,FALSE,0,0
12,19,FALSE,0,0
12,20,FALSE,0,0
12,21,FALSE,0,0
12,22,FALSE,0,0
12,23,FALSE,0,0
12,24,FALSE,0,0
12,25,FALSE,0,0
12,26,FALSE,0,0
12,27,FALSE,0,0
12,28,FALSE,0,0
12,29,FALSE,0,0
12,30,FALSE,0,0
13,14,FALSE,0,0
13,15,FALSE,0,0
13,16,FALSE,0,0
13,17,FALSE,0,0
13,18,FALSE,0,0
13,19,FALSE,0,0
13,20,FALSE,0,0
13,21,FALSE,0,0
13,22,FALSE,0,0
13,23,FALSE,0,0
13,24,FALSE,0,0
13,25,FALSE,0,0
13,26,FALSE,0,0
13,27,FALSE,0,0
13,28,FALSE,0,0
13,29,FALSE,0,0
13,30,FALSE,0,0
14,15,FALSE,0,0
14,16,FALSE,0,0
14,17,FALSE,0,0
14,18,FALSE,0,0
14,19,FALSE,0,0
14,20,FALSE,0,0
14,21,FALSE,0,0
14,22,FALSE,0,0
14,23,FALSE,0,0
14,24,FALSE,0,0
14,25,FALSE,0,0
14,26,FALSE,0,0
14,27,FALSE,0,0
14,28,FALSE,0,0
14,29,FALSE,0,0
14,30,FALSE,0,0
15,16,FALSE,0,0
15,17,FALSE,0,0
15,18,FALSE,0,0
15,19,FALSE,0,0
15,20,FALSE,0,0
15,21,FALSE,0,0
15,22,FALSE,0,0
15,23,FALSE,0,0
15,24,FALSE,0,0
15,25,FALSE,0,0
15,26,FALSE,0,0
15,27,FALSE,0,0
15,28,FALSE,0,0
15,29,FALSE,0,0
15,30,FALSE,0,0
16,17,FALSE,0,0
16,18,FALSE,0,0
16,19,FALSE,0,0
16,20,FALSE,0,0
16,21,FALSE,0,0
16,22,FALSE,0,0
16,23,FALSE,0,0
16,24,FALSE,0,0
16,25,FALSE,0,0
16,26,FALSE,0,0
16,27,FALSE,0,0
16,28,FALSE,0,0
16,29,FALSE,0,0
16,30,FALSE,0,0
17,18,TRUE,0.2,0.666666666666667
17,19,FALSE,0,0
17,20,FALSE,0,0
17,21,FALSE,0,0
17,22,FALSE,0,0
17,23,FALSE,0,0
17,24,FALSE,0,0
17,25,FALSE,0,0
17,26,FALSE,0,0
17,27,FALSE,0,0
17,28,FALSE,0,0
17,29,FALSE,0,0
17,30,FALSE,0,0
18,19,FALSE,0,0
18,20,FALSE,0,0
18,21,FALSE,0,0
18,22,FALSE,0,0
18,23,FALSE,0,0
18,24,FALSE,0,0
18,25,FALSE,0,0
18,26,FALSE,0,0
18,27,FALSE,0,0
18,28,FALSE,0,0
18,29,FALSE,0,0
18,30,FALSE,0,0
19,20,TRUE,0.142857142857143,0.333333333333333
19,21,FALSE,0,0
19,22,FALSE,0,0
19,23,FALSE,0,0
19,24,FALSE,0,0
19,25,FALSE,0,0
19,26,FALSE,0,0
19,27,FALSE,0,0
19,28,FALSE,0,0
19,29,FALSE,0,0
19,30,FALSE,0,0
20,21,FALSE,0,0
20,22,FALSE,0,0
20,23,FALSE,0,0
20,24,FALSE,0,0
20,25,FALSE,0,0
20,26,FALSE,0,0
20,27,FALSE,0,0
20,28,FALSE,0,0
20,29,FALSE,0,0
20,30,FALSE,0,0
21,22,FALSE,0,0
21,23,FALSE,0,0
21,24,FALSE,0,0
21,25,FALSE,0,0
21,26,FALSE,0,0
21,27,FALSE,0,0
21,28,FALSE,0,0
21,29,FALSE,0,0
21,30,FALSE,0,0
22,23,FALSE,0,0
22,24,FALSE,0,0
22,25,FALSE,0,0
22,26,FALSE,0,0
22,27,FALSE,0,0
22,28,FALSE,0,0
22,29,FALSE,0,0
22,30,FALSE,0,0
23,24,FALSE,0,0
23,25,FALSE,0,0
23,26,FALSE,0,0
23,27,FALSE,0,0
23,28,FALSE,0,0
23,29,FALSE,0,0
23,30,FALSE,0,0
24,25,TRUE,0.125,0.142857142857143
24,26,FALSE,0,0
24,27,FALSE,0,0
24,28,FALSE,0,0
24,29,FALSE,0,0
24,30,FALSE,0,0
25,26,FALSE,0,0
25,27,FALSE,0,0
25,28,FALSE,0,0
25,29,FALSE,0,0
25,30,FALSE,0,0
26,27,TRUE,0.0909090909090909,0.111111111111111
26,28,FALSE,0,0
26,29,FALSE,0,0
26,30,FALSE,0,0
27,28,FALSE,0,0
27,29,FALSE,0,0
27,30,FALSE,0,0
28,29,FALSE,0,0
28,30,FALSE,0,0
29,30,TRUE,0.666666666666667,0.5
